[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-500.00 x=0.00 L=10.00
IC_L_7: t= 9.70, L= 13.62, L_straight= 11.88, slack=  1.74, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.43), Fy_cmd=-29.00, desired=  0.37, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 9.80, L= 13.67, L_straight= 11.92, slack=  1.76, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.43), Fy_cmd=-29.00, desired=  0.34, ret=  0.52, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 9.90, L= 13.72, L_straight= 11.95, slack=  1.77, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.43), Fy_cmd=-29.00, desired=  0.32, ret=  0.50, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 10.00, L= 13.77, L_straight= 11.99, slack=  1.78, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.43), Fy_cmd=-29.00, desired=  0.30, ret=  0.48, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
[SCEN] t=10.10 scen=Fy crit=(t>10:-30) T_bat=0.5291847495701898 y=-12.03 x=0.00 L=13.82
IC_L_7: t= 10.10, L= 13.82, L_straight= 12.03, slack=  1.79, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.43), Fy_cmd=-29.00, desired=  0.28, ret=  0.46, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 10.20, L= 13.87, L_straight= 12.07, slack=  1.80, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.44), Fy_cmd=-30.00, desired=  0.27, ret=  0.44, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 10.30, L= 13.91, L_straight= 12.11, slack=  1.80, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.44), Fy_cmd=-30.00, desired=  0.21, ret=  0.42, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 10.40, L= 13.95, L_straight= 12.15, slack=  1.80, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.45), Fy_cmd=-30.00, desired=  0.15, ret=  0.39, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 10.50, L= 13.99, L_straight= 12.19, slack=  1.80, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.45), Fy_cmd=-30.00, desired=  0.09, ret=  0.36, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 10.60, L= 14.03, L_straight= 12.23, slack=  1.80, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.46), Fy_cmd=-30.00, desired=  0.03, ret=  0.33, exp=PILOT_DESC_SLACK_CAP_ACC
IC_L_7: t= 10.70, L= 14.06, L_straight= 12.27, slack=  1.79, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.46), Fy_cmd=-30.00, desired=  0.09, ret=  0.30, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 10.80, L= 14.09, L_straight= 12.31, slack=  1.78, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.46), Fy_cmd=-30.00, desired=  0.15, ret=  0.29, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 10.90, L= 14.12, L_straight= 12.35, slack=  1.77, T_bat= 0.53, T_rov= 0.50, F_drag_cable=( 0.00,  0.46), Fy_cmd=-30.00, desired=  0.21, ret=  0.28, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.00, L= 14.15, L_straight= 12.39, slack=  1.76, T_bat= 0.54, T_rov= 0.50, F_drag_cable=( 0.00,  0.46), Fy_cmd=-30.00, desired=  0.27, ret=  0.28, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.10, L= 14.18, L_straight= 12.43, slack=  1.75, T_bat= 0.54, T_rov= 0.50, F_drag_cable=( 0.00,  0.46), Fy_cmd=-30.00, desired=  0.33, ret=  0.29, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.20, L= 14.21, L_straight= 12.47, slack=  1.74, T_bat= 0.54, T_rov= 0.50, F_drag_cable=( 0.00,  0.47), Fy_cmd=-30.00, desired=  0.39, ret=  0.30, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.30, L= 14.24, L_straight= 12.51, slack=  1.73, T_bat= 0.54, T_rov= 0.50, F_drag_cable=( 0.00,  0.47), Fy_cmd=-30.00, desired=  0.41, ret=  0.31, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.40, L= 14.27, L_straight= 12.55, slack=  1.72, T_bat= 0.54, T_rov= 0.50, F_drag_cable=( 0.00,  0.47), Fy_cmd=-30.00, desired=  0.43, ret=  0.32, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.50, L= 14.30, L_straight= 12.59, slack=  1.71, T_bat= 0.54, T_rov= 0.50, F_drag_cable=( 0.00,  0.47), Fy_cmd=-30.00, desired=  0.44, ret=  0.33, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.60, L= 14.33, L_straight= 12.63, slack=  1.70, T_bat= 0.55, T_rov= 0.50, F_drag_cable=( 0.00,  0.47), Fy_cmd=-30.00, desired=  0.45, ret=  0.34, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.70, L= 14.37, L_straight= 12.67, slack=  1.70, T_bat= 0.55, T_rov= 0.50, F_drag_cable=( 0.00,  0.47), Fy_cmd=-30.00, desired=  0.46, ret=  0.36, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.80, L= 14.40, L_straight= 12.71, slack=  1.69, T_bat= 0.55, T_rov= 0.50, F_drag_cable=( 0.00,  0.47), Fy_cmd=-30.00, desired=  0.47, ret=  0.37, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 11.90, L= 14.44, L_straight= 12.75, slack=  1.69, T_bat= 0.55, T_rov= 0.50, F_drag_cable=( 0.00,  0.47), Fy_cmd=-30.00, desired=  0.48, ret=  0.38, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.00, L= 14.48, L_straight= 12.79, slack=  1.69, T_bat= 0.55, T_rov= 0.50, F_drag_cable=( 0.00,  0.47), Fy_cmd=-30.00, desired=  0.48, ret=  0.39, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.10, L= 14.52, L_straight= 12.83, slack=  1.69, T_bat= 0.55, T_rov= 0.50, F_drag_cable=( 0.00,  0.48), Fy_cmd=-30.00, desired=  0.48, ret=  0.40, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.20, L= 14.56, L_straight= 12.87, slack=  1.69, T_bat= 0.55, T_rov= 0.50, F_drag_cable=( 0.00,  0.48), Fy_cmd=-30.00, desired=  0.48, ret=  0.41, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.30, L= 14.60, L_straight= 12.91, slack=  1.69, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.48), Fy_cmd=-30.00, desired=  0.48, ret=  0.41, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.40, L= 14.64, L_straight= 12.95, slack=  1.69, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.48), Fy_cmd=-30.00, desired=  0.48, ret=  0.42, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.50, L= 14.68, L_straight= 12.99, slack=  1.69, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.48), Fy_cmd=-30.00, desired=  0.48, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.60, L= 14.72, L_straight= 13.03, slack=  1.70, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.48), Fy_cmd=-30.00, desired=  0.47, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.70, L= 14.77, L_straight= 13.07, slack=  1.70, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.48), Fy_cmd=-30.00, desired=  0.46, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.80, L= 14.81, L_straight= 13.11, slack=  1.70, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.49), Fy_cmd=-30.00, desired=  0.46, ret=  0.44, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 12.90, L= 14.85, L_straight= 13.15, slack=  1.71, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.49), Fy_cmd=-30.00, desired=  0.45, ret=  0.44, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.00, L= 14.90, L_straight= 13.19, slack=  1.71, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.49), Fy_cmd=-30.00, desired=  0.44, ret=  0.44, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.10, L= 14.94, L_straight= 13.23, slack=  1.71, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.49), Fy_cmd=-30.00, desired=  0.44, ret=  0.44, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.20, L= 14.98, L_straight= 13.27, slack=  1.72, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.49), Fy_cmd=-30.00, desired=  0.43, ret=  0.44, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.30, L= 15.03, L_straight= 13.31, slack=  1.72, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.49), Fy_cmd=-30.00, desired=  0.42, ret=  0.44, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.40, L= 15.07, L_straight= 13.35, slack=  1.72, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.49), Fy_cmd=-30.00, desired=  0.42, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.50, L= 15.11, L_straight= 13.39, slack=  1.73, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.50), Fy_cmd=-30.00, desired=  0.41, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.60, L= 15.16, L_straight= 13.43, slack=  1.73, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.50), Fy_cmd=-30.00, desired=  0.40, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.70, L= 15.20, L_straight= 13.47, slack=  1.73, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.50), Fy_cmd=-30.00, desired=  0.40, ret=  0.43, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.80, L= 15.24, L_straight= 13.51, slack=  1.74, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.50), Fy_cmd=-30.00, desired=  0.39, ret=  0.42, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 13.90, L= 15.29, L_straight= 13.55, slack=  1.74, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.50), Fy_cmd=-30.00, desired=  0.39, ret=  0.42, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.00, L= 15.33, L_straight= 13.59, slack=  1.74, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.50), Fy_cmd=-30.00, desired=  0.38, ret=  0.42, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.10, L= 15.37, L_straight= 13.63, slack=  1.74, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.50), Fy_cmd=-30.00, desired=  0.38, ret=  0.41, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.20, L= 15.41, L_straight= 13.67, slack=  1.74, T_bat= 0.56, T_rov= 0.50, F_drag_cable=( 0.00,  0.51), Fy_cmd=-30.00, desired=  0.38, ret=  0.41, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.30, L= 15.45, L_straight= 13.71, slack=  1.75, T_bat= 0.57, T_rov= 0.50, F_drag_cable=( 0.00,  0.51), Fy_cmd=-30.00, desired=  0.38, ret=  0.41, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.40, L= 15.49, L_straight= 13.75, slack=  1.75, T_bat= 0.57, T_rov= 0.50, F_drag_cable=( 0.00,  0.51), Fy_cmd=-30.00, desired=  0.38, ret=  0.40, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.50, L= 15.53, L_straight= 13.79, slack=  1.75, T_bat= 0.57, T_rov= 0.50, F_drag_cable=( 0.00,  0.51), Fy_cmd=-30.00, desired=  0.38, ret=  0.40, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.60, L= 15.57, L_straight= 13.82, slack=  1.75, T_bat= 0.57, T_rov= 0.50, F_drag_cable=( 0.00,  0.51), Fy_cmd=-30.00, desired=  0.38, ret=  0.40, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.70, L= 15.61, L_straight= 13.86, slack=  1.75, T_bat= 0.57, T_rov= 0.50, F_drag_cable=( 0.00,  0.51), Fy_cmd=-30.00, desired=  0.38, ret=  0.40, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.80, L= 15.65, L_straight= 13.90, slack=  1.75, T_bat= 0.57, T_rov= 0.50, F_drag_cable=( 0.00,  0.51), Fy_cmd=-30.00, desired=  0.38, ret=  0.39, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 14.90, L= 15.69, L_straight= 13.94, slack=  1.75, T_bat= 0.57, T_rov= 0.50, F_drag_cable=( 0.00,  0.51), Fy_cmd=-30.00, desired=  0.38, ret=  0.39, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 15.00, L= 15.73, L_straight= 13.98, slack=  1.74, T_bat= 0.57, T_rov= 0.50, F_drag_cable=( 0.00,  0.52), Fy_cmd=-30.00, desired=  0.38, ret=  0.39, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
[SCEN] t=15.10 scen=Fy crit=(t>15:-50) T_bat=0.5721794535071058 y=-14.02 x=0.00 L=15.77
IC_L_7: t= 15.10, L= 15.77, L_straight= 14.02, slack=  1.74, T_bat= 0.57, T_rov= 0.50, F_drag_cable=( 0.00,  0.52), Fy_cmd=-30.00, desired=  0.38, ret=  0.39, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 15.20, L= 15.81, L_straight= 14.07, slack=  1.74, T_bat= 0.58, T_rov= 0.50, F_drag_cable=( 0.00,  0.60), Fy_cmd=-50.00, desired=  0.41, ret=  0.39, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 15.30, L= 15.85, L_straight= 14.11, slack=  1.73, T_bat= 0.59, T_rov= 0.50, F_drag_cable=( 0.00,  0.74), Fy_cmd=-50.00, desired=  0.46, ret=  0.40, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 15.40, L= 15.89, L_straight= 14.17, slack=  1.72, T_bat= 0.61, T_rov= 0.50, F_drag_cable=( 0.00,  0.84), Fy_cmd=-50.00, desired=  0.51, ret=  0.41, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 15.50, L= 15.93, L_straight= 14.22, slack=  1.71, T_bat= 0.62, T_rov= 0.50, F_drag_cable=( 0.00,  0.91), Fy_cmd=-50.00, desired=  0.56, ret=  0.42, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 15.60, L= 15.97, L_straight= 14.27, slack=  1.70, T_bat= 0.63, T_rov= 0.50, F_drag_cable=( 0.00,  0.95), Fy_cmd=-50.00, desired=  0.60, ret=  0.44, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 15.70, L= 16.01, L_straight= 14.33, slack=  1.69, T_bat= 0.65, T_rov= 0.50, F_drag_cable=( 0.00,  0.99), Fy_cmd=-50.00, desired=  0.64, ret=  0.46, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 15.80, L= 16.06, L_straight= 14.38, slack=  1.68, T_bat= 0.66, T_rov= 0.50, F_drag_cable=( 0.00,  1.01), Fy_cmd=-50.00, desired=  0.68, ret=  0.48, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 15.90, L= 16.11, L_straight= 14.44, slack=  1.67, T_bat= 0.67, T_rov= 0.50, F_drag_cable=( 0.00,  1.02), Fy_cmd=-50.00, desired=  0.70, ret=  0.51, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.00, L= 16.16, L_straight= 14.49, slack=  1.67, T_bat= 0.67, T_rov= 0.50, F_drag_cable=( 0.00,  1.03), Fy_cmd=-50.00, desired=  0.72, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.10, L= 16.21, L_straight= 14.55, slack=  1.66, T_bat= 0.68, T_rov= 0.50, F_drag_cable=( 0.00,  1.04), Fy_cmd=-50.00, desired=  0.74, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.20, L= 16.27, L_straight= 14.60, slack=  1.66, T_bat= 0.68, T_rov= 0.50, F_drag_cable=( 0.00,  1.05), Fy_cmd=-50.00, desired=  0.74, ret=  0.57, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.30, L= 16.32, L_straight= 14.66, slack=  1.66, T_bat= 0.69, T_rov= 0.50, F_drag_cable=( 0.00,  1.05), Fy_cmd=-50.00, desired=  0.75, ret=  0.59, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.40, L= 16.38, L_straight= 14.72, slack=  1.66, T_bat= 0.69, T_rov= 0.50, F_drag_cable=( 0.00,  1.06), Fy_cmd=-50.00, desired=  0.74, ret=  0.60, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.50, L= 16.44, L_straight= 14.77, slack=  1.67, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.06), Fy_cmd=-50.00, desired=  0.73, ret=  0.61, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.60, L= 16.50, L_straight= 14.83, slack=  1.67, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.06), Fy_cmd=-50.00, desired=  0.72, ret=  0.62, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.70, L= 16.57, L_straight= 14.88, slack=  1.68, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.07), Fy_cmd=-50.00, desired=  0.70, ret=  0.63, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.80, L= 16.63, L_straight= 14.94, slack=  1.69, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.07), Fy_cmd=-50.00, desired=  0.69, ret=  0.64, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 16.90, L= 16.69, L_straight= 15.00, slack=  1.70, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.08), Fy_cmd=-50.00, desired=  0.67, ret=  0.64, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.00, L= 16.76, L_straight= 15.05, slack=  1.70, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.08), Fy_cmd=-50.00, desired=  0.65, ret=  0.64, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.10, L= 16.82, L_straight= 15.11, slack=  1.71, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.09), Fy_cmd=-50.00, desired=  0.63, ret=  0.64, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.20, L= 16.88, L_straight= 15.16, slack=  1.72, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.09), Fy_cmd=-50.00, desired=  0.61, ret=  0.64, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.30, L= 16.95, L_straight= 15.22, slack=  1.73, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.09), Fy_cmd=-50.00, desired=  0.59, ret=  0.63, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.40, L= 17.01, L_straight= 15.28, slack=  1.74, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.10), Fy_cmd=-50.00, desired=  0.57, ret=  0.63, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.50, L= 17.07, L_straight= 15.33, slack=  1.74, T_bat= 0.70, T_rov= 0.50, F_drag_cable=( 0.00,  1.10), Fy_cmd=-50.00, desired=  0.55, ret=  0.62, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.60, L= 17.14, L_straight= 15.39, slack=  1.75, T_bat= 0.71, T_rov= 0.50, F_drag_cable=( 0.00,  1.11), Fy_cmd=-50.00, desired=  0.54, ret=  0.61, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.70, L= 17.20, L_straight= 15.44, slack=  1.75, T_bat= 0.71, T_rov= 0.50, F_drag_cable=( 0.00,  1.11), Fy_cmd=-50.00, desired=  0.52, ret=  0.60, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.80, L= 17.26, L_straight= 15.50, slack=  1.76, T_bat= 0.71, T_rov= 0.50, F_drag_cable=( 0.00,  1.11), Fy_cmd=-50.00, desired=  0.51, ret=  0.59, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 17.90, L= 17.32, L_straight= 15.56, slack=  1.76, T_bat= 0.71, T_rov= 0.50, F_drag_cable=( 0.00,  1.12), Fy_cmd=-50.00, desired=  0.51, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.00, L= 17.37, L_straight= 15.61, slack=  1.76, T_bat= 0.71, T_rov= 0.50, F_drag_cable=( 0.00,  1.12), Fy_cmd=-50.00, desired=  0.50, ret=  0.58, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.10, L= 17.43, L_straight= 15.67, slack=  1.76, T_bat= 0.71, T_rov= 0.50, F_drag_cable=( 0.00,  1.13), Fy_cmd=-50.00, desired=  0.50, ret=  0.57, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.20, L= 17.49, L_straight= 15.72, slack=  1.76, T_bat= 0.71, T_rov= 0.50, F_drag_cable=( 0.00,  1.13), Fy_cmd=-50.00, desired=  0.49, ret=  0.56, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.30, L= 17.54, L_straight= 15.78, slack=  1.76, T_bat= 0.72, T_rov= 0.50, F_drag_cable=( 0.00,  1.13), Fy_cmd=-50.00, desired=  0.49, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.40, L= 17.60, L_straight= 15.84, slack=  1.76, T_bat= 0.72, T_rov= 0.50, F_drag_cable=( 0.00,  1.14), Fy_cmd=-50.00, desired=  0.50, ret=  0.55, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.50, L= 17.65, L_straight= 15.89, slack=  1.76, T_bat= 0.72, T_rov= 0.50, F_drag_cable=( 0.00,  1.14), Fy_cmd=-50.00, desired=  0.50, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.60, L= 17.71, L_straight= 15.95, slack=  1.76, T_bat= 0.72, T_rov= 0.50, F_drag_cable=( 0.00,  1.14), Fy_cmd=-50.00, desired=  0.50, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.70, L= 17.76, L_straight= 16.00, slack=  1.76, T_bat= 0.73, T_rov= 0.50, F_drag_cable=( 0.00,  1.15), Fy_cmd=-50.00, desired=  0.51, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.80, L= 17.82, L_straight= 16.06, slack=  1.76, T_bat= 0.73, T_rov= 0.50, F_drag_cable=( 0.00,  1.15), Fy_cmd=-50.00, desired=  0.51, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 18.90, L= 17.87, L_straight= 16.12, slack=  1.75, T_bat= 0.73, T_rov= 0.50, F_drag_cable=( 0.00,  1.15), Fy_cmd=-50.00, desired=  0.52, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 19.00, L= 17.92, L_straight= 16.17, slack=  1.75, T_bat= 0.74, T_rov= 0.50, F_drag_cable=( 0.00,  1.16), Fy_cmd=-50.00, desired=  0.53, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 19.10, L= 17.98, L_straight= 16.23, slack=  1.75, T_bat= 0.74, T_rov= 0.50, F_drag_cable=( 0.00,  1.16), Fy_cmd=-50.00, desired=  0.54, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 19.20, L= 18.03, L_straight= 16.28, slack=  1.75, T_bat= 0.74, T_rov= 0.50, F_drag_cable=( 0.00,  1.16), Fy_cmd=-50.00, desired=  0.54, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 19.30, L= 18.08, L_straight= 16.34, slack=  1.74, T_bat= 0.75, T_rov= 0.50, F_drag_cable=( 0.00,  1.17), Fy_cmd=-50.00, desired=  0.55, ret=  0.53, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 19.40, L= 18.14, L_straight= 16.40, slack=  1.74, T_bat= 0.75, T_rov= 0.50, F_drag_cable=( 0.00,  1.17), Fy_cmd=-50.00, desired=  0.56, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 19.50, L= 18.19, L_straight= 16.45, slack=  1.74, T_bat= 0.75, T_rov= 0.50, F_drag_cable=( 0.00,  1.17), Fy_cmd=-50.00, desired=  0.56, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
IC_L_7: t= 19.60, L= 18.24, L_straight= 16.51, slack=  1.74, T_bat= 0.76, T_rov= 0.50, F_drag_cable=( 0.00,  1.18), Fy_cmd=-50.00, desired=  0.57, ret=  0.54, exp=PILOT_DESC_MINPAY_SLACK_CAP_ACC
